Address,USB0::0x2A8D::0x039B::CN60201260::0::INSTR
Model,EDUX1052G
Serial Number,CN60201260
Start Time,2026-04-29 14:32:44

Sample Count,Time(s),2(VOLT),
1,0.0999500080943,0.844221234322,
2,0.0999502614141,0.844221234322,
3,0.0999505072832,0.844221234322,
4,0.099950760603,0.844221234322,
5,0.0999510064721,0.884422242641,
6,0.0999512597919,0.884422242641,
7,0.0999515131116,0.884422242641,
8,0.0999517589808,0.884422242641,
9,0.0999520123005,0.924623250961,
10,0.0999522581697,0.964824318886,
11,0.0999525114894,0.924623250961,
12,0.0999527573586,0.884422242641,
13,0.0999530106783,0.924623250961,
14,0.0999532565475,0.924623250961,
15,0.0999535098672,0.924623250961,
16,0.0999537631869,0.964824318886,
17,0.0999540090561,0.924623250961,
18,0.0999542623758,0.964824318886,
19,0.099954508245,0.924623250961,
20,0.0999547615647,0.964824318886,
21,0.0999550074339,0.964824318886,
22,0.0999552607536,1.0050252676,
23,0.0999555066228,0.964824318886,
24,0.0999557599425,0.964824318886,
25,0.0999560132623,1.04522633553,
26,0.0999562591314,1.0050252676,
27,0.0999565124512,1.0050252676,
28,0.0999567583203,1.0050252676,
29,0.0999570116401,1.0050252676,
30,0.0999572575092,1.0050252676,
31,0.099957510829,1.0050252676,
32,0.0999577566981,1.0050252676,
33,0.0999580100179,1.0050252676,
34,0.0999582633376,0.964824318886,
35,0.0999585092068,1.0050252676,
36,0.0999587625265,1.0050252676,
37,0.0999590083957,1.04522633553,
38,0.0999592617154,1.04522633553,
39,0.0999595075846,1.0050252676,
40,0.0999597609043,1.0050252676,
41,0.0999600067735,1.0050252676,
42,0.0999602600932,1.0050252676,
43,0.099960513413,0.964824318886,
44,0.0999607592821,1.0050252676,
45,0.0999610126019,1.0050252676,
46,0.099961258471,1.0050252676,
47,0.0999615117908,1.0050252676,
48,0.0999617576599,1.0050252676,
49,0.0999620109797,0.964824318886,
50,0.0999622568488,0.964824318886,
51,0.0999625101686,0.964824318886,
52,0.0999627634883,1.0050252676,
53,0.0999630093575,1.0050252676,
54,0.0999632626772,0.964824318886,
55,0.0999635085464,0.964824318886,
56,0.0999637618661,0.924623250961,
57,0.0999640077353,0.964824318886,
58,0.099964261055,0.964824318886,
59,0.0999645069242,0.964824318886,
60,0.0999647602439,0.924623250961,
61,0.0999650135636,0.924623250961,
62,0.0999652594328,0.924623250961,
63,0.0999655127525,0.924623250961,
64,0.0999657586217,0.924623250961,
65,0.0999660119414,0.884422242641,
66,0.0999662578106,0.924623250961,
67,0.0999665111303,0.884422242641,
68,0.0999667569995,0.884422242641,
69,0.0999670103192,0.884422242641,
70,0.099967263639,0.884422242641,
71,0.0999675095081,0.844221234322,
72,0.0999677628279,0.844221234322,
73,0.099968008697,0.844221234322,
74,0.0999682620168,0.844221234322,
75,0.0999685078859,0.844221234322,
76,0.0999687612057,0.844221234322,
77,0.0999690070748,0.804020226002,
78,0.0999692603946,0.804020226002,
79,0.0999695137143,0.804020226002,
80,0.0999697595835,0.763819217682,
81,0.0999700129032,0.763819217682,
82,0.0999702587724,0.763819217682,
83,0.0999705120921,0.763819217682,
84,0.0999707579613,0.763819217682,
85,0.099971011281,0.723618209362,
86,0.0999712571502,0.723618209362,
87,0.0999715104699,0.683417201042,
88,0.0999717563391,0.723618209362,
89,0.0999720096588,0.683417201042,
90,0.0999722629786,0.643216192722,
91,0.0999725088477,0.643216192722,
92,0.0999727621675,0.643216192722,
93,0.0999730080366,0.643216192722,
94,0.0999732613564,0.643216192722,
95,0.0999735072255,0.603015184402,
96,0.0999737605453,0.603015184402,
