Address,USB0::0x2A8D::0x039B::CN60201260::0::INSTR
Model,EDUX1052G
Serial Number,CN60201260
Start Time,2026-04-29 14:26:49

Sample Count,Time(s),2(VOLT),
1,0.0997000187635,0.2010050565,
2,0.0997005179524,0.2010050565,
3,0.0997010171413,0.160804048181,
4,0.0997015163302,0.160804048181,
5,0.0997020229697,0.120603039861,
6,0.0997025221586,0.0804020240903,
7,0.0997030213475,0.0402010120451,
8,0.0997035205364,0.0402010120451,
9,0.0997040197253,-0.0402010120451,
10,0.0997045189142,0,
11,0.0997050181031,-0.0402010120451,
12,0.099705517292,-0.0804020240903,
13,0.0997060164809,-0.0804020240903,
14,0.0997065231204,-0.120603039861,
15,0.0997070223093,-0.120603039861,
16,0.0997075214982,-0.120603039861,
17,0.0997080206871,-0.160804048181,
18,0.099708519876,-0.2010050565,
19,0.0997090190649,-0.241206079721,
20,0.0997095182538,-0.241206079721,
21,0.0997100174427,-0.241206079721,
22,0.0997105166316,-0.281407088041,
23,0.0997110232711,-0.321608096361,
24,0.09971152246,-0.361809104681,
25,0.0997120216489,-0.361809104681,
26,0.0997125208378,-0.402010113001,
27,0.0997130200267,-0.402010113001,
28,0.0997135192156,-0.402010113001,
29,0.0997140184045,-0.442211121321,
30,0.0997145175934,-0.482412159443,
31,0.0997150167823,-0.522613167763,
32,0.0997155234218,-0.562814176083,
33,0.0997160226107,-0.522613167763,
34,0.0997165217996,-0.562814176083,
35,0.0997170209885,-0.603015184402,
36,0.0997175201774,-0.603015184402,
37,0.0997180193663,-0.683417201042,
38,0.0997185185552,-0.683417201042,
39,0.0997190177441,-0.683417201042,
40,0.099719516933,-0.683417201042,
41,0.0997200235724,-0.763819217682,
42,0.0997205227613,-0.763819217682,
43,0.0997210219502,-0.763819217682,
44,0.0997215211391,-0.763819217682,
45,0.099722020328,-0.844221234322,
46,0.0997225195169,-0.804020226002,
47,0.0997230187058,-0.844221234322,
48,0.0997235178947,-0.884422242641,
49,0.0997240170836,-0.884422242641,
50,0.0997245237231,-0.924623250961,
51,0.099725022912,-0.924623250961,
52,0.0997255221009,-0.964824318886,
53,0.0997260212898,-0.964824318886,
54,0.0997265204787,-0.964824318886,
55,0.0997270196676,-1.0050252676,
56,0.0997275188565,-1.0050252676,
57,0.0997280180454,-1.04522633553,
58,0.0997285172343,-1.04522633553,
59,0.0997290164232,-1.04522633553,
60,0.0997295230627,-1.08542728424,
61,0.0997300222516,-1.12562835217,
62,0.0997305214405,-1.12562835217,
63,0.0997310206294,-1.16582930088,
64,0.0997315198183,-1.12562835217,
65,0.0997320190072,-1.16582930088,
66,0.0997325181961,-1.16582930088,
67,0.099733017385,-1.2060303688,
68,0.0997335165739,-1.24623131752,
69,0.0997340232134,-1.24623131752,
70,0.0997345224023,-1.2060303688,
71,0.0997350215912,-1.2060303688,
72,0.0997355207801,-1.28643238544,
73,0.099736019969,-1.24623131752,
74,0.0997365191579,-1.28643238544,
75,0.0997370183468,-1.24623131752,
76,0.0997375175357,-1.32663345337,
77,0.0997380167246,-1.32663345337,
78,0.0997385233641,-1.36683440208,
79,0.099739022553,-1.32663345337,
80,0.0997395217419,-1.32663345337,
81,0.0997400209308,-1.36683440208,
82,0.0997405201197,-1.36683440208,
83,0.0997410193086,-1.36683440208,
84,0.0997415184975,-1.36683440208,
85,0.0997420176864,-1.36683440208,
86,0.0997425168753,-1.36683440208,
87,0.0997430235147,-1.36683440208,
88,0.0997435227036,-1.40703547001,
89,0.0997440218925,-1.40703547001,
90,0.0997445210814,-1.40703547001,
91,0.0997450202703,-1.40703547001,
92,0.0997455194592,-1.44723641872,
93,0.0997460186481,-1.44723641872,
94,0.099746517837,-1.48743748665,
95,0.0997470170259,-1.44723641872,
96,0.0997475236654,-1.48743748665,
97,0.0997480228543,-1.48743748665,
98,0.0997485220432,-1.48743748665,
99,0.0997490212321,-1.44723641872,
100,0.099749520421,-1.48743748665,
101,0.0997500196099,-1.44723641872,
102,0.0997505187988,-1.44723641872,
103,0.0997510179877,-1.48743748665,
104,0.0997515171766,-1.48743748665,
105,0.0997520163655,-1.48743748665,
106,0.099752523005,-1.44723641872,
107,0.0997530221939,-1.48743748665,
108,0.0997535213828,-1.52763843536,
109,0.0997540205717,-1.48743748665,
110,0.0997545197606,-1.48743748665,
111,0.0997550189495,-1.48743748665,
112,0.0997555181384,-1.48743748665,
113,0.0997560173273,-1.44723641872,
114,0.0997565165162,-1.48743748665,
115,0.0997570231557,-1.44723641872,
116,0.0997575223446,-1.44723641872,
117,0.0997580215335,-1.44723641872,
118,0.0997585207224,-1.44723641872,
119,0.0997590199113,-1.44723641872,
120,0.0997595191002,-1.40703547001,
121,0.0997600182891,-1.40703547001,
122,0.099760517478,-1.40703547001,
123,0.0997610166669,-1.40703547001,
124,0.0997615233064,-1.40703547001,
125,0.0997620224953,-1.40703547001,
126,0.0997625216842,-1.32663345337,
127,0.0997630208731,-1.40703547001,
128,0.099763520062,-1.36683440208,
129,0.0997640192509,-1.32663345337,
130,0.0997645184398,-1.36683440208,
131,0.0997650176287,-1.36683440208,
132,0.0997655168176,-1.32663345337,
133,0.0997660234571,-1.32663345337,
134,0.099766522646,-1.28643238544,
135,0.0997670218349,-1.28643238544,
136,0.0997675210238,-1.32663345337,
137,0.0997680202127,-1.28643238544,
138,0.0997685194016,-1.24623131752,
139,0.0997690185905,-1.24623131752,
140,0.0997695177794,-1.24623131752,
141,0.0997700169683,-1.24623131752,
142,0.0997705236077,-1.2060303688,
143,0.0997710227966,-1.16582930088,
144,0.0997715219855,-1.16582930088,
145,0.0997720211744,-1.12562835217,
146,0.0997725203633,-1.16582930088,
147,0.0997730195522,-1.16582930088,
148,0.0997735187411,-1.12562835217,
149,0.09977401793,-1.12562835217,
150,0.0997745171189,-1.08542728424,
151,0.0997750163078,-1.12562835217,
152,0.0997755229473,-1.08542728424,
