Address,USB0::0x2A8D::0x039B::CN60201260::0::INSTR
Model,EDUX1052G
Serial Number,CN60201260
Start Time,2026-04-29 13:50:35

Sample Count,Time(s),2(VOLT),
1,0.0997523441911,0.763819217682,
2,0.0997525900602,0.763819217682,
3,0.09975284338,0.763819217682,
4,0.0997530966997,0.763819217682,
5,0.0997533425689,0.763819217682,
6,0.0997535958886,0.763819217682,
7,0.0997538417578,0.763819217682,
8,0.0997540950775,0.763819217682,
9,0.0997543409467,0.763819217682,
10,0.0997545942664,0.763819217682,
11,0.0997548401356,0.763819217682,
12,0.0997550934553,0.723618209362,
13,0.0997553467751,0.723618209362,
14,0.0997555926442,0.723618209362,
15,0.099755845964,0.723618209362,
16,0.0997560918331,0.763819217682,
17,0.0997563451529,0.723618209362,
18,0.099756591022,0.683417201042,
19,0.0997568443418,0.763819217682,
20,0.0997570902109,0.763819217682,
21,0.0997573435307,0.723618209362,
22,0.0997575968504,0.723618209362,
23,0.0997578427196,0.683417201042,
24,0.0997580960393,0.723618209362,
25,0.0997583419085,0.683417201042,
26,0.0997585952282,0.723618209362,
27,0.0997588410974,0.683417201042,
28,0.0997590944171,0.723618209362,
29,0.0997593402863,0.683417201042,
30,0.099759593606,0.683417201042,
31,0.0997598469257,0.643216192722,
32,0.0997600927949,0.643216192722,
33,0.0997603461146,0.683417201042,
34,0.0997605919838,0.643216192722,
35,0.0997608453035,0.643216192722,
36,0.0997610911727,0.643216192722,
37,0.0997613444924,0.643216192722,
38,0.0997615903616,0.643216192722,
39,0.0997618436813,0.643216192722,
40,0.0997620970011,0.643216192722,
41,0.0997623428702,0.643216192722,
42,0.09976259619,0.643216192722,
43,0.0997628420591,0.603015184402,
44,0.0997630953789,0.603015184402,
45,0.099763341248,0.603015184402,
46,0.0997635945678,0.603015184402,
47,0.0997638404369,0.562814176083,
48,0.0997640937567,0.562814176083,
49,0.0997643470764,0.522613167763,
50,0.0997645929456,0.603015184402,
51,0.0997648462653,0.522613167763,
52,0.0997650921345,0.522613167763,
53,0.0997653454542,0.522613167763,
54,0.0997655913234,0.562814176083,
55,0.0997658446431,0.522613167763,
56,0.0997660905123,0.522613167763,
57,0.099766343832,0.522613167763,
58,0.0997665971518,0.482412159443,
59,0.0997668430209,0.482412159443,
60,0.0997670963407,0.482412159443,
61,0.0997673422098,0.482412159443,
62,0.0997675955296,0.442211121321,
